transaction_id,account_id,transaction_date,transaction_time,amount,merchant_name,merchant_category,location,card_present,fraud_type,risk_score
TXN005740,ACC87328,2025-11-09,09:27:22,1459.20,Designer Handbags,Fashion,Sydney Australia,false,unauthorized_transaction,98
TXN005741,ACC75388,2025-11-12,17:13:59,8550.21,Designer Handbags,Fashion,Rome Italy,false,duplicate_location,86
TXN005742,ACC54770,2025-10-25,15:56:45,1497.21,Web Services Plus,Online Services,Seoul South Korea,false,chargeback_fraud,93
TXN005743,ACC88955,2025-11-13,12:50:49,650.44,Shopping Express,Retail,Vancouver Canada,false,synthetic_identity,87
TXN005744,ACC26813,2025-10-28,02:54:37,405.25,Money Withdrawal,Cash,Melbourne Australia,false,chargeback_fraud,88
TXN005745,ACC70043,2025-11-13,08:20:35,143.66,Casino Royal,Gambling,Singapore,false,chargeback_fraud,92
TXN005746,ACC41977,2025-10-27,04:41:16,405.62,ATM Withdrawal,Cash,Los Angeles CA USA,false,identity_theft,86
TXN005747,ACC24885,2025-10-21,06:52:01,76.42,Casino Royal,Gambling,Buenos Aires Argentina,false,card_testing,91
TXN005748,ACC43048,2025-11-04,10:17:09,1924.24,Airline Tickets Global,Travel,Cairo Egypt,false,duplicate_location,97
TXN005749,ACC63722,2025-10-30,20:13:33,4863.23,Fashion Elite,Fashion,Mumbai India,false,card_not_present,93
TXN005750,ACC16575,2025-11-06,10:47:37,1363.83,Jewel Paradise,Jewelry,New York NY USA,true,duplicate_location,95
TXN005751,ACC78613,2025-10-31,00:39:11,4601.84,Travel Agency Pro,Travel,Cairo Egypt,false,stolen_card,94
TXN005752,ACC19980,2025-10-22,07:43:10,6824.63,Shopping Express,Retail,Moscow Russia,false,chargeback_fraud,78
TXN005753,ACC74099,2025-10-30,04:16:45,857.90,Poker Masters,Gambling,New York NY USA,false,identity_theft,80
TXN005754,ACC77712,2025-10-31,05:06:01,1471.21,Money Withdrawal,Cash,Nairobi Kenya,false,card_testing,85
TXN005755,ACC47713,2025-11-08,20:00:23,1618.07,SuperMart Online,Retail,Istanbul Turkey,false,stolen_card,92
TXN005756,ACC71822,2025-11-11,01:46:47,7097.11,Online Casino Games,Gambling,Beijing China,false,recurring_fraud,96
TXN005757,ACC38495,2025-11-08,21:48:21,1138.02,Digital World,Electronics,Paris France,false,wire_fraud,89
TXN005758,ACC99698,2025-11-06,17:02:45,9424.43,Poker Masters,Gambling,Houston TX USA,false,duplicate_location,96
TXN005759,ACC22142,2025-11-03,04:14:22,1571.10,Retail Galaxy,Retail,Houston TX USA,false,phishing_scam,92
TXN005760,ACC25123,2025-10-24,06:07:42,9138.75,Luxury Fashion,Fashion,Paris France,false,wire_fraud,87
TXN005761,ACC93108,2025-10-15,20:44:10,464.98,Diamond Gallery,Jewelry,Beijing China,true,wire_fraud,86
TXN005762,ACC94048,2025-11-11,12:39:14,1788.24,Digital Coin Trade,Cryptocurrency,Berlin Germany,false,account_takeover,75
TXN005763,ACC16284,2025-11-03,12:55:04,182.25,Subscription Services Pro,Online Services,Dubai UAE,false,duplicate_location,88
TXN005764,ACC43236,2025-10-22,18:48:40,776.11,Hotel Booking Express,Travel,Madrid Spain,false,unauthorized_transaction,82
TXN005765,ACC57541,2025-11-04,17:43:22,263.07,Tech Gadgets Pro,Electronics,Beijing China,false,wire_fraud,96
TXN005766,ACC21583,2025-10-27,20:47:18,1753.59,Web Services Plus,Online Services,Hong Kong,false,phishing_scam,90
TXN005767,ACC35787,2025-11-12,11:19:20,443.37,Subscription Services Pro,Online Services,Chicago IL USA,false,chargeback_fraud,96
TXN005768,ACC21210,2025-11-12,17:12:29,1350.93,Style Boutique,Fashion,Los Angeles CA USA,false,chargeback_fraud,95
TXN005769,ACC20965,2025-10-30,18:23:09,925.83,Bet Palace,Gambling,Tokyo Japan,false,identity_theft,98
TXN005770,ACC86969,2025-11-04,03:07:49,104.83,Subscription Services Pro,Online Services,Vancouver Canada,false,phishing_scam,94
TXN005771,ACC98644,2025-10-18,13:09:45,841.45,Luxury Fashion,Fashion,Sydney Australia,false,card_testing,98
TXN005772,ACC67238,2025-11-05,21:53:12,1567.91,Travel Agency Pro,Travel,Malta,false,account_takeover,89
TXN005773,ACC66756,2025-10-22,19:07:48,722.87,Cloud Services,Online Services,Malta,false,card_testing,77
TXN005774,ACC44143,2025-11-08,00:34:07,326.83,SuperMart Online,Retail,Madrid Spain,false,account_takeover,89
TXN005775,ACC88741,2025-10-28,12:13:03,5498.78,Gold & Gems,Jewelry,Sydney Australia,false,identity_theft,92
TXN005776,ACC52478,2025-11-06,14:02:35,244.28,Fashion Elite,Fashion,Chicago IL USA,false,chargeback_fraud,86
TXN005777,ACC22719,2025-10-30,14:58:19,938.70,Digital Coin Trade,Cryptocurrency,Singapore,true,friendly_fraud,94
TXN005778,ACC92229,2025-11-11,12:58:51,1777.94,Subscription Services Pro,Online Services,Beijing China,false,recurring_fraud,96
TXN005779,ACC39156,2025-10-16,21:21:33,933.66,Electronics Express,Electronics,Moscow Russia,true,unauthorized_transaction,97
TXN005780,ACC31399,2025-10-29,05:10:36,1285.19,Hotel Booking Express,Travel,Toronto Canada,false,card_not_present,97
TXN005781,ACC78547,2025-10-31,12:26:33,899.59,Shopping Express,Retail,Moscow Russia,false,card_testing,74
TXN005782,ACC86445,2025-11-06,06:38:32,1992.24,International Wire Transfer,Financial Services,Melbourne Australia,false,friendly_fraud,90
TXN005783,ACC35895,2025-11-04,01:37:18,8532.19,Hotel Booking Express,Travel,Tokyo Japan,false,unauthorized_transaction,98
TXN005784,ACC86518,2025-11-08,19:45:37,878.71,SuperMart Online,Retail,Sydney Australia,false,stolen_card,79
TXN005785,ACC87214,2025-10-15,21:55:17,1921.08,Style Boutique,Fashion,Cairo Egypt,false,chargeback_fraud,96
TXN005786,ACC33619,2025-11-12,23:05:12,1976.08,Finance Direct,Financial Services,Rome Italy,true,phishing_scam,85
TXN005787,ACC13814,2025-11-04,07:23:51,8712.05,Digital Coin Trade,Cryptocurrency,Chicago IL USA,false,unauthorized_transaction,93
TXN005788,ACC23403,2025-10-27,06:32:24,8112.01,Gold & Gems,Jewelry,Hong Kong,true,skimming_attack,98
TXN005789,ACC78287,2025-11-14,20:35:12,340.90,Luxury Watches Ltd,Jewelry,Madrid Spain,false,unauthorized_transaction,93
TXN005790,ACC75605,2025-11-10,23:08:20,7568.48,Retail Galaxy,Retail,Istanbul Turkey,false,identity_theft,98
TXN005791,ACC81567,2025-11-10,15:22:59,1893.76,Digital Platform,Online Services,Chicago IL USA,true,unauthorized_transaction,98
TXN005792,ACC78605,2025-10-16,23:28:08,196.50,Retail Galaxy,Retail,Singapore,false,card_testing,99
TXN005793,ACC32748,2025-11-14,09:25:41,1525.19,Cash Advance,Cash,Seoul South Korea,false,identity_theft,91
TXN005794,ACC68251,2025-11-11,03:45:19,1090.14,Luxury Watches Ltd,Jewelry,Paris France,false,chargeback_fraud,90
TXN005795,ACC13703,2025-10-27,12:56:54,1408.20,International Wire Transfer,Financial Services,Chicago IL USA,true,phishing_scam,88
TXN005796,ACC48612,2025-11-12,07:44:08,482.13,Web Services Plus,Online Services,Madrid Spain,false,counterfeit_merchant,85
TXN005797,ACC39017,2025-11-06,00:42:49,9457.17,Online Casino Games,Gambling,Singapore,false,stolen_card,85
TXN005798,ACC54214,2025-10-15,02:17:09,636.20,Web Services Plus,Online Services,Beijing China,false,skimming_attack,88
TXN005799,ACC88720,2025-10-23,08:36:31,2734.40,Trendy Wear,Fashion,So Paulo Brazil,false,account_takeover,97
TXN005800,ACC25003,2025-11-02,08:25:47,7217.44,Lucky Games Online,Gambling,Lagos Nigeria,true,identity_theft,94
TXN005801,ACC78167,2025-10-24,19:01:45,1951.57,Cloud Services,Online Services,Berlin Germany,false,identity_theft,98
TXN005802,ACC67435,2025-11-01,06:27:57,3894.91,Travel Agency Pro,Travel,Cairo Egypt,false,synthetic_identity,99
TXN005803,ACC39483,2025-11-08,00:44:24,1230.11,ATM Withdrawal,Cash,Los Angeles CA USA,false,unauthorized_transaction,96
TXN005804,ACC37010,2025-10-26,02:19:07,9596.44,Cloud Services,Online Services,Nairobi Kenya,false,wire_fraud,87
TXN005805,ACC52981,2025-10-30,03:36:15,1495.57,Trendy Wear,Fashion,Malta,true,unauthorized_transaction,80
TXN005806,ACC65797,2025-10-26,19:42:25,1262.51,Shopping Express,Retail,Los Angeles CA USA,false,chargeback_fraud,88
TXN005807,ACC67084,2025-11-09,19:41:12,308.54,Style Boutique,Fashion,Lagos Nigeria,true,wire_fraud,90
TXN005808,ACC15655,2025-10-30,00:40:00,214.20,Hotel Booking Express,Travel,Moscow Russia,false,duplicate_location,93
TXN005809,ACC30552,2025-10-22,12:04:58,400.35,Lucky Games Online,Gambling,Madrid Spain,false,unauthorized_transaction,89
TXN005810,ACC13286,2025-10-19,13:16:38,1450.71,Tech Gadgets Pro,Electronics,Lagos Nigeria,false,duplicate_location,92
TXN005811,ACC42270,2025-10-18,04:50:57,7420.73,Style Boutique,Fashion,Mumbai India,false,recurring_fraud,96
TXN005812,ACC16022,2025-11-12,03:01:24,6315.46,Luxury Watches Ltd,Jewelry,Toronto Canada,false,friendly_fraud,98
TXN005813,ACC57443,2025-11-11,23:37:27,621.37,Retail Galaxy,Retail,Buenos Aires Argentina,false,recurring_fraud,83
TXN005814,ACC42623,2025-10-18,03:14:52,505.43,Bitcoin Hub,Cryptocurrency,Dubai UAE,false,chargeback_fraud,95
TXN005815,ACC76554,2025-11-14,11:52:44,573.22,Retail Galaxy,Retail,Houston TX USA,false,unauthorized_transaction,95
TXN005816,ACC99720,2025-11-06,08:44:22,1834.29,Style Boutique,Fashion,Buenos Aires Argentina,false,chargeback_fraud,98
TXN005817,ACC39975,2025-10-17,23:40:19,1738.23,Gadget Store,Electronics,New York NY USA,false,account_takeover,91
TXN005818,ACC46022,2025-11-08,00:24:31,320.03,Money Transfer Plus,Financial Services,Nairobi Kenya,false,skimming_attack,94
TXN005819,ACC30884,2025-11-06,01:25:24,7399.05,Designer Handbags,Fashion,Cairo Egypt,false,duplicate_location,85
TXN005820,ACC54440,2025-11-04,11:45:38,469.84,Finance Direct,Financial Services,Los Angeles CA USA,false,skimming_attack,95
TXN005821,ACC61747,2025-11-05,03:30:39,446.59,Cash Advance,Cash,Moscow Russia,false,counterfeit_merchant,72
TXN005822,ACC95127,2025-10-27,06:54:46,5631.69,Gadget Store,Electronics,Istanbul Turkey,true,synthetic_identity,99
TXN005823,ACC63888,2025-11-08,12:01:05,59.20,Precious Stones Co,Jewelry,Cairo Egypt,true,friendly_fraud,86
TXN005824,ACC42779,2025-11-09,00:10:54,3581.14,Cash Advance,Cash,Hong Kong,false,wire_fraud,93
TXN005825,ACC56900,2025-11-02,21:32:10,4656.46,Crypto Exchange Max,Cryptocurrency,Paris France,false,card_testing,95
TXN005826,ACC86205,2025-10-30,10:48:06,1634.36,Diamond Gallery,Jewelry,Malta,false,counterfeit_merchant,91
TXN005827,ACC19794,2025-11-10,05:46:24,810.93,Premium Electronics,Electronics,Madrid Spain,false,card_not_present,87
TXN005828,ACC60310,2025-11-05,12:24:33,8096.45,Jewel Paradise,Jewelry,Buenos Aires Argentina,false,wire_fraud,86
TXN005829,ACC41820,2025-10-17,15:45:51,1562.55,Cloud Services,Online Services,Tokyo Japan,false,account_takeover,95
TXN005830,ACC55098,2025-11-07,17:12:17,936.69,ATM Withdrawal,Cash,Istanbul Turkey,false,unauthorized_transaction,99
TXN005831,ACC32946,2025-10-26,19:11:41,4667.59,Bitcoin Hub,Cryptocurrency,Lagos Nigeria,false,counterfeit_merchant,89
TXN005832,ACC70437,2025-11-06,23:07:27,257.99,Casino Royal,Gambling,New York NY USA,false,account_takeover,84
TXN005833,ACC12543,2025-10-21,18:04:03,597.67,Luxury Watches Ltd,Jewelry,Istanbul Turkey,true,identity_theft,89
TXN005834,ACC68000,2025-10-30,16:01:21,773.46,Shopping Express,Retail,Melbourne Australia,true,counterfeit_merchant,99
TXN005835,ACC10257,2025-11-14,19:42:04,459.70,ATM Withdrawal,Cash,Istanbul Turkey,false,counterfeit_merchant,87
TXN005836,ACC93526,2025-11-11,21:21:29,6801.79,Travel Agency Pro,Travel,Seoul South Korea,true,synthetic_identity,89
TXN005837,ACC51651,2025-11-09,02:05:26,9360.00,Travel Agency Pro,Travel,Madrid Spain,false,duplicate_location,90
TXN005838,ACC49963,2025-11-07,05:51:13,9005.77,Bet Palace,Gambling,Hong Kong,false,unauthorized_transaction,89
TXN005839,ACC43361,2025-11-12,01:25:39,484.17,Bitcoin Hub,Cryptocurrency,Lagos Nigeria,true,counterfeit_merchant,89
TXN005840,ACC49774,2025-11-08,12:34:33,980.19,Airline Tickets Global,Travel,Madrid Spain,false,friendly_fraud,81
TXN005841,ACC22513,2025-10-30,05:08:05,1022.36,Shopping Express,Retail,Singapore,false,counterfeit_merchant,97
TXN005842,ACC59862,2025-11-02,13:15:18,2783.28,SuperMart Online,Retail,Lagos Nigeria,false,phishing_scam,97
TXN005843,ACC85686,2025-10-23,08:08:03,399.97,Lucky Games Online,Gambling,Seoul South Korea,false,account_takeover,85
TXN005844,ACC32304,2025-10-17,10:04:47,244.99,Online Casino Games,Gambling,Chicago IL USA,false,phishing_scam,94
TXN005845,ACC93222,2025-10-27,05:29:04,234.31,SuperMart Online,Retail,Singapore,false,wire_fraud,93
TXN005846,ACC47336,2025-10-21,14:09:19,1440.93,Designer Handbags,Fashion,Vancouver Canada,false,counterfeit_merchant,99
TXN005847,ACC37994,2025-11-08,12:44:15,5879.43,Finance Direct,Financial Services,London UK,false,recurring_fraud,87
TXN005848,ACC24480,2025-10-22,03:34:35,2777.56,Digital Coin Trade,Cryptocurrency,Rome Italy,false,chargeback_fraud,97
TXN005849,ACC88352,2025-10-21,14:47:57,219.75,Precious Stones Co,Jewelry,Nairobi Kenya,false,phishing_scam,86
TXN005850,ACC23136,2025-10-30,21:25:40,1234.19,Bet Palace,Gambling,Buenos Aires Argentina,false,phishing_scam,92
TXN005851,ACC16510,2025-10-23,03:31:31,9752.69,Travel Agency Pro,Travel,Mexico City Mexico,false,skimming_attack,98
TXN005852,ACC14126,2025-11-10,03:08:48,5813.16,Luxury Watches Ltd,Jewelry,Singapore,false,friendly_fraud,92
TXN005853,ACC31877,2025-10-18,00:21:39,1629.32,Designer Handbags,Fashion,Berlin Germany,false,counterfeit_merchant,93
TXN005854,ACC75646,2025-11-06,22:01:09,1207.02,Diamond Gallery,Jewelry,Mumbai India,false,stolen_card,85
TXN005855,ACC48281,2025-10-31,18:15:56,225.47,Digital Platform,Online Services,Dubai UAE,false,counterfeit_merchant,95
TXN005856,ACC63648,2025-11-02,14:47:47,362.61,Poker Masters,Gambling,So Paulo Brazil,false,unauthorized_transaction,92
TXN005857,ACC24143,2025-10-30,19:30:49,363.52,ATM Withdrawal,Cash,Sydney Australia,false,wire_fraud,95
TXN005858,ACC80827,2025-10-19,18:18:48,522.52,ATM Withdrawal,Cash,So Paulo Brazil,false,wire_fraud,87
TXN005859,ACC43503,2025-11-09,15:51:21,1547.78,SuperMart Online,Retail,Nairobi Kenya,false,card_not_present,91
TXN005860,ACC61274,2025-10-20,21:03:47,1896.08,Money Withdrawal,Cash,Houston TX USA,false,counterfeit_merchant,85
TXN005861,ACC67577,2025-10-25,15:32:48,1636.76,Money Transfer Plus,Financial Services,Seoul South Korea,false,unauthorized_transaction,94
TXN005862,ACC49608,2025-11-11,04:03:02,7231.62,Global Payments,Financial Services,Vancouver Canada,false,phishing_scam,96
TXN005863,ACC62581,2025-10-16,16:05:54,145.74,Gold & Gems,Jewelry,Buenos Aires Argentina,false,synthetic_identity,98
TXN005864,ACC90649,2025-10-26,19:40:14,953.39,Luxury Watches Ltd,Jewelry,Berlin Germany,false,identity_theft,95
TXN005865,ACC65510,2025-10-22,23:24:41,3189.35,Cash Advance,Cash,Paris France,true,account_takeover,96
TXN005866,ACC47105,2025-10-20,04:34:54,7569.99,Cash Advance,Cash,Dubai UAE,false,stolen_card,92
TXN005867,ACC67691,2025-10-28,06:39:38,470.69,Poker Masters,Gambling,Cairo Egypt,false,identity_theft,83
TXN005868,ACC83964,2025-11-06,09:13:18,297.91,Money Withdrawal,Cash,Seoul South Korea,false,chargeback_fraud,90
TXN005869,ACC90615,2025-10-26,10:36:00,594.61,Tech Haven,Electronics,Beijing China,false,chargeback_fraud,82
TXN005870,ACC29846,2025-10-20,11:54:46,709.76,Digital World,Electronics,Moscow Russia,false,skimming_attack,92
TXN005871,ACC17140,2025-10-22,14:18:10,278.83,Crypto Market Pro,Cryptocurrency,Mexico City Mexico,false,synthetic_identity,91
TXN005872,ACC84893,2025-11-04,05:48:25,464.22,Gadget Store,Electronics,Hong Kong,false,skimming_attack,94
TXN005873,ACC83092,2025-11-03,22:48:17,1107.90,Tech Gadgets Pro,Electronics,Singapore,false,account_takeover,93
TXN005874,ACC28858,2025-10-24,08:54:13,1331.83,Money Transfer Plus,Financial Services,Chicago IL USA,false,identity_theft,96
TXN005875,ACC29120,2025-11-05,01:57:01,55.65,Cloud Services,Online Services,Seoul South Korea,false,stolen_card,97
TXN005876,ACC25099,2025-11-01,14:06:29,239.78,ATM Withdrawal,Cash,Tokyo Japan,true,counterfeit_merchant,98
TXN005877,ACC96049,2025-10-19,00:35:30,6570.72,Crypto Market Pro,Cryptocurrency,Malta,false,card_testing,90
TXN005878,ACC24975,2025-11-10,03:05:28,64.74,Crypto Exchange Max,Cryptocurrency,Singapore,false,skimming_attack,85
TXN005879,ACC52314,2025-10-25,19:55:19,6838.33,Crypto Market Pro,Cryptocurrency,Mumbai India,false,card_not_present,94
TXN005880,ACC44058,2025-11-08,20:41:48,1516.34,Airline Tickets Global,Travel,Paris France,false,synthetic_identity,91
TXN005881,ACC82965,2025-11-06,19:55:44,9442.33,Hotel Booking Express,Travel,Berlin Germany,false,synthetic_identity,97
TXN005882,ACC44533,2025-10-23,08:11:12,119.98,SuperMart Online,Retail,Seoul South Korea,false,phishing_scam,92
TXN005883,ACC66857,2025-11-02,20:48:19,8531.45,Cash Advance,Cash,Sydney Australia,false,account_takeover,99
TXN005884,ACC40379,2025-10-30,15:38:10,949.85,Tech Gadgets Pro,Electronics,Mumbai India,true,phishing_scam,83
TXN005885,ACC75406,2025-10-17,13:13:38,2489.16,ATM Withdrawal,Cash,Sydney Australia,false,account_takeover,97
TXN005886,ACC89392,2025-10-31,11:22:59,465.25,Digital Platform,Online Services,New York NY USA,false,synthetic_identity,78
TXN005887,ACC54371,2025-10-24,19:35:29,1937.70,Style Boutique,Fashion,Mexico City Mexico,true,synthetic_identity,79
TXN005888,ACC16568,2025-10-17,04:27:26,4721.05,Web Services Plus,Online Services,Berlin Germany,false,wire_fraud,86
TXN005889,ACC39683,2025-10-27,07:47:27,1677.95,SuperMart Online,Retail,Buenos Aires Argentina,false,phishing_scam,96
TXN005890,ACC54278,2025-10-28,21:58:49,1836.55,ATM Withdrawal,Cash,Istanbul Turkey,false,phishing_scam,90
TXN005891,ACC69583,2025-11-10,10:50:02,1549.68,Poker Masters,Gambling,Chicago IL USA,false,counterfeit_merchant,99
TXN005892,ACC86631,2025-11-12,19:31:42,9096.11,Travel Agency Pro,Travel,Chicago IL USA,false,duplicate_location,85
TXN005893,ACC54229,2025-11-13,15:49:26,201.99,Trendy Wear,Fashion,Singapore,false,identity_theft,93
TXN005894,ACC32799,2025-10-15,21:44:58,1105.55,Cloud Services,Online Services,Malta,false,friendly_fraud,93
TXN005895,ACC28040,2025-11-12,23:00:42,4355.10,Electronics Express,Electronics,Seoul South Korea,false,stolen_card,93
TXN005896,ACC37631,2025-10-27,08:22:40,5135.97,Digital Coin Trade,Cryptocurrency,Buenos Aires Argentina,false,account_takeover,99
TXN005897,ACC93677,2025-11-08,14:41:14,1077.70,Precious Stones Co,Jewelry,Singapore,false,phishing_scam,96
TXN005898,ACC27650,2025-10-21,00:32:52,1807.99,Cash Advance,Cash,Beijing China,false,identity_theft,88
TXN005899,ACC27919,2025-10-31,15:18:17,105.57,Finance Direct,Financial Services,Tokyo Japan,false,identity_theft,88
TXN005900,ACC89659,2025-11-03,15:34:45,8699.82,Airline Tickets Global,Travel,Sydney Australia,false,chargeback_fraud,87
TXN005901,ACC40675,2025-10-31,20:48:31,440.72,Poker Masters,Gambling,Berlin Germany,false,synthetic_identity,98
TXN005902,ACC38607,2025-10-17,21:44:54,1547.42,Gold & Gems,Jewelry,Dubai UAE,false,duplicate_location,89
TXN005903,ACC79252,2025-10-17,11:52:44,1336.70,Trendy Wear,Fashion,New York NY USA,false,friendly_fraud,90
TXN005904,ACC71947,2025-10-28,23:28:34,500.17,Retail Galaxy,Retail,Beijing China,false,identity_theft,93
TXN005905,ACC68073,2025-11-01,21:14:57,1814.45,Jewel Paradise,Jewelry,Tokyo Japan,false,unauthorized_transaction,87
TXN005906,ACC36410,2025-10-23,20:34:23,4793.78,ATM Withdrawal,Cash,Dubai UAE,false,account_takeover,92
TXN005907,ACC90751,2025-11-12,07:52:18,1388.03,Travel Agency Pro,Travel,Seoul South Korea,false,card_testing,95
TXN005908,ACC26652,2025-10-22,21:31:19,480.27,Casino Royal,Gambling,Beijing China,true,synthetic_identity,98
TXN005909,ACC38587,2025-11-08,15:29:10,543.79,Poker Masters,Gambling,Chicago IL USA,false,card_not_present,97
TXN005910,ACC74916,2025-11-12,16:59:02,4767.03,Poker Masters,Gambling,Buenos Aires Argentina,false,duplicate_location,92
TXN005911,ACC12034,2025-10-25,22:35:12,1020.98,Crypto Market Pro,Cryptocurrency,Singapore,false,duplicate_location,85
TXN005912,ACC89282,2025-10-30,13:06:06,1262.86,Hotel Booking Express,Travel,Berlin Germany,false,chargeback_fraud,85
TXN005913,ACC56389,2025-11-03,19:03:45,998.31,Money Withdrawal,Cash,Houston TX USA,false,account_takeover,95
TXN005914,ACC93872,2025-10-22,08:08:30,4382.91,Poker Masters,Gambling,Malta,false,counterfeit_merchant,85
TXN005915,ACC32402,2025-11-01,16:05:29,283.45,Travel Agency Pro,Travel,Melbourne Australia,false,synthetic_identity,95
TXN005916,ACC27439,2025-11-10,06:58:20,6342.44,ATM Withdrawal,Cash,Nairobi Kenya,false,friendly_fraud,89
TXN005917,ACC40122,2025-11-06,19:47:33,1549.60,Shopping Express,Retail,Vancouver Canada,false,phishing_scam,96
TXN005918,ACC81363,2025-11-12,19:30:26,891.62,Digital World,Electronics,Istanbul Turkey,true,chargeback_fraud,88
TXN005919,ACC38157,2025-11-13,20:50:26,512.10,Trendy Wear,Fashion,Dubai UAE,false,stolen_card,90
TXN005920,ACC86309,2025-11-06,20:41:25,4994.03,Web Services Plus,Online Services,Paris France,false,account_takeover,99
TXN005921,ACC77951,2025-11-04,16:55:36,1162.86,Luxury Watches Ltd,Jewelry,So Paulo Brazil,true,counterfeit_merchant,98
TXN005922,ACC15015,2025-11-07,14:15:52,979.06,Global Payments,Financial Services,Melbourne Australia,false,synthetic_identity,88
TXN005923,ACC85570,2025-11-13,11:16:38,1204.72,Subscription Services Pro,Online Services,So Paulo Brazil,false,duplicate_location,93
TXN005924,ACC48122,2025-11-05,07:17:00,1634.73,Trendy Wear,Fashion,Madrid Spain,false,recurring_fraud,90
TXN005925,ACC85225,2025-11-06,21:55:56,399.63,Designer Handbags,Fashion,Houston TX USA,false,counterfeit_merchant,89
TXN005926,ACC91848,2025-11-11,11:49:46,852.44,Money Withdrawal,Cash,Cairo Egypt,false,chargeback_fraud,95
TXN005927,ACC14978,2025-11-01,22:07:50,3860.47,Lucky Games Online,Gambling,Seoul South Korea,false,friendly_fraud,95
TXN005928,ACC18120,2025-10-25,18:52:39,1224.17,Poker Masters,Gambling,Melbourne Australia,false,skimming_attack,83
TXN005929,ACC64277,2025-10-15,02:41:35,344.06,Money Transfer Plus,Financial Services,Sydney Australia,false,counterfeit_merchant,89
TXN005930,ACC57389,2025-10-23,19:07:55,7350.30,Casino Royal,Gambling,Houston TX USA,false,stolen_card,91
TXN005931,ACC20185,2025-10-26,00:15:18,1609.47,Bet Palace,Gambling,Dubai UAE,false,synthetic_identity,79
TXN005932,ACC43064,2025-10-16,08:19:20,1939.38,Cloud Services,Online Services,So Paulo Brazil,false,friendly_fraud,86
TXN005933,ACC89988,2025-10-16,08:10:48,698.52,Crypto Market Pro,Cryptocurrency,Berlin Germany,false,wire_fraud,89
TXN005934,ACC35633,2025-10-30,20:21:51,1895.80,Digital Coin Trade,Cryptocurrency,London UK,false,friendly_fraud,92
TXN005935,ACC51615,2025-10-16,18:59:07,6614.09,Shopping Express,Retail,Lagos Nigeria,false,duplicate_location,91
TXN005936,ACC59474,2025-11-14,12:49:49,1543.76,Finance Direct,Financial Services,Houston TX USA,false,account_takeover,93
TXN005937,ACC90287,2025-10-29,00:32:20,9392.11,Finance Direct,Financial Services,Dubai UAE,false,recurring_fraud,85
TXN005938,ACC11040,2025-11-01,16:50:07,1811.09,Bet Palace,Gambling,Cairo Egypt,false,unauthorized_transaction,90
TXN005939,ACC39032,2025-10-30,06:05:04,72.94,Cloud Services,Online Services,Vancouver Canada,false,card_testing,87
TXN005940,ACC49211,2025-10-26,03:37:35,6184.30,Web Services Plus,Online Services,Vancouver Canada,false,unauthorized_transaction,85
TXN005941,ACC61652,2025-10-26,04:49:47,545.23,Gadget Store,Electronics,Mumbai India,true,counterfeit_merchant,88
TXN005942,ACC77925,2025-11-09,16:22:02,796.83,ATM Withdrawal,Cash,Buenos Aires Argentina,false,card_not_present,97
TXN005943,ACC87641,2025-10-16,01:35:26,423.85,Designer Handbags,Fashion,Dubai UAE,true,unauthorized_transaction,93
TXN005944,ACC41051,2025-10-15,23:21:49,6984.63,Crypto Exchange Max,Cryptocurrency,Sydney Australia,true,wire_fraud,91
TXN005945,ACC46521,2025-10-15,16:31:12,4396.44,Global Payments,Financial Services,Malta,false,chargeback_fraud,97
TXN005946,ACC16261,2025-11-09,20:57:55,6526.32,Cash Advance,Cash,Los Angeles CA USA,true,card_not_present,97
TXN005947,ACC62930,2025-10-21,14:03:45,634.21,Cloud Services,Online Services,Singapore,false,stolen_card,91
TXN005948,ACC55704,2025-10-20,08:35:39,5180.84,Lucky Games Online,Gambling,Beijing China,false,unauthorized_transaction,95
TXN005949,ACC56799,2025-10-25,09:53:13,1818.87,Hotel Booking Express,Travel,Melbourne Australia,false,phishing_scam,98
TXN005950,ACC17334,2025-10-23,07:15:56,518.04,Jewel Paradise,Jewelry,New York NY USA,true,duplicate_location,97
TXN005951,ACC95650,2025-10-25,04:54:32,256.07,Travel Agency Pro,Travel,Singapore,false,recurring_fraud,85
TXN005952,ACC73834,2025-10-16,19:56:20,358.68,Travel Agency Pro,Travel,Nairobi Kenya,false,card_not_present,87
TXN005953,ACC89992,2025-11-14,12:53:23,8613.43,Airline Tickets Global,Travel,Lagos Nigeria,false,duplicate_location,96
TXN005954,ACC61058,2025-10-22,21:36:05,243.67,Crypto Market Pro,Cryptocurrency,Houston TX USA,false,synthetic_identity,93
TXN005955,ACC25354,2025-10-21,23:58:53,9816.38,Digital World,Electronics,Malta,true,friendly_fraud,85
TXN005956,ACC52999,2025-11-14,11:20:17,338.14,Style Boutique,Fashion,Malta,true,phishing_scam,96
TXN005957,ACC58603,2025-11-11,18:11:11,5407.42,Retail Galaxy,Retail,Madrid Spain,false,identity_theft,88
TXN005958,ACC56953,2025-10-28,03:47:37,976.57,Bitcoin Hub,Cryptocurrency,Toronto Canada,false,phishing_scam,91
TXN005959,ACC77325,2025-10-18,21:08:51,157.21,Jewel Paradise,Jewelry,Seoul South Korea,false,identity_theft,92
TXN005960,ACC74711,2025-10-26,20:14:52,1942.18,Money Withdrawal,Cash,Houston TX USA,false,duplicate_location,88
